Customer_ID,Gender,Age,Score,Tenure,Salary,Balance,Products_in_Use,Left,Branch
15696674,Female,45,643,2,2319.96,150842.93,1,0,Branch1
15745088,Female,29,443,9,10940.4,99027.61,2,0,Branch1
15633537,Female,42,540,9,172572.64,87271.41,2,0,Branch1
15594720,Female,35,460,8,101685.595,102742.91,2,0,Branch1
15684042,Male,34,636,2,53512.16,40105.51,2,0,Branch1
15774696,Female,62,640,1,113428.77,106307.91,2,0,Branch1
15694506,Male,31,611,0,101685.595,107884.81,2,0,Branch1
15688074,Male,31,802,1,187658.09,125013.72,1,0,Branch1
15759537,Male,35,717,7,172459.39,58469.37,2,0,Branch1
15583456,Male,45,745,10,122381.02,117231.63,3,0,Branch1
15568240,Female,30,492,10,146700.22,77168.87,2,0,Branch1
15622993,Male,28,709,8,145251.35,124695.72,2,0,Branch1
15689294,Male,44,705,3,82463.69,105934.96,1,0,Branch1
15685226,Female,29,712,7,84932.4,147199.07,1,0,Branch1
15785611,Male,38,752,3,71557.12,183102.29,1,0,Branch1
15807432,Female,37,645,2,153400.24,136925.09,2,0,Branch1
15612187,Male,32,547,8,67789.99,155726.85,1,0,Branch1
15747795,Female,38,593,4,154071.27,129499.42,1,0,Branch1
15701376,Male,37,668,10,159585.61,152958.29,2,0,Branch1
15691625,Female,41,537,3,106761.47,138306.34,1,0,Branch1
15801559,Female,41,693,9,187929.43,181461.48,3,0,Branch1
15720559,Female,61,487,5,11384.45,110368.03,1,0,Branch1
15810418,Female,60,756,3,93524.19,115924.89,1,0,Branch1
15674551,Male,40,535,7,8128.32,111756.5,1,0,Branch1
15652883,Male,39,492,10,148584.61,124576.65,2,0,Branch1
15576313,Female,40,486,9,76192.21,71340.09,1,0,Branch1
15806467,Male,40,568,1,134600.94,99282.63,1,0,Branch1
15597602,Male,57,619,3,72467.99,137946.39,1,0,Branch1
15743040,Male,41,724,2,199645.45,127892.57,2,0,Branch1
15705521,Female,33,548,0,42749.85,101084.36,1,0,Branch1
15595039,Female,37,545,8,136050.44,114754.08,1,0,Branch1
15693737,Female,30,627,4,129826.89,79871.02,2,0,Branch1
15690134,Female,42,464,3,164104.74,85679.25,1,0,Branch1
15794396,Female,38,494,7,40084.32,174937.64,1,0,Branch1
15707362,Male,43,514,1,199273.98,95556.31,1,0,Branch1
15732778,Male,29,468,1,195711.16,111681.98,2,0,Branch1
15593782,Female,38,816,5,71905.77,130878.75,3,0,Branch1
15591986,Male,46,621,6,34580.8,141078.37,1,0,Branch1
15798888,Female,31,605,1,183598.77,117992.59,1,0,Branch1
15578186,Male,37,486,9,144995.33,115217.99,2,0,Branch1
15807709,Female,55,714,9,100127.71,180075.22,1,0,Branch1
15804256,Male,36,765,8,72924.56,92310.54,2,0,Branch1
15591995,Male,26,757,8,127059.04,121581.56,2,0,Branch1
15805565,Male,30,691,7,21198.39,116927.89,1,0,Branch1
15677307,Female,40,684,6,186976.6,137326.65,1,0,Branch1
15568506,Female,31,524,10,161811.23,67238.98,2,0,Branch1
15761043,Female,38,632,6,98090.91,86569.76,2,0,Branch1
15781307,Male,37,779,7,135925.72,120092.52,2,0,Branch1
15742358,Male,32,696,8,115916.55,101160.99,1,0,Branch1
15653849,Female,48,572,3,38411.79,152827.99,1,0,Branch1
15592846,Male,35,639,10,59093.39,128173.9,2,0,Branch1
15794142,Female,62,564,5,18260.98,114931.35,3,0,Branch1
15762729,Female,28,745,1,73275.96,111071.36,1,0,Branch1
15720187,Female,30,479,7,41879.99,143964.36,2,0,Branch1
15750141,Female,36,721,3,28737.78,65253.07,2,0,Branch1
15657284,Male,47,674,6,2079.2,106901.94,1,0,Branch1
15711309,Male,33,574,3,193131.42,129834.67,1,0,Branch1
15705515,Male,40,587,5,159418.1,138241.9,2,0,Branch1
15634844,Male,41,598,3,191468.78,91536.93,1,0,Branch1
15670080,Female,29,584,7,138490.03,105204.01,1,0,Branch1
15795564,Male,31,737,5,74890.58,121192.22,2,0,Branch1
15753719,Female,30,547,9,77077.14,72392.41,1,0,Branch1
15803689,Female,51,647,1,54954.51,119741.77,2,0,Branch1
15788291,Female,38,713,7,56594.36,144606.22,1,0,Branch1
15680970,Female,41,611,2,164061.6,114206.84,1,0,Branch1
15567446,Male,39,646,9,30838.51,111574.41,1,0,Branch1
15637476,Female,57,683,5,9221.78,162448.69,1,0,Branch1
15714939,Female,34,484,4,33738.27,148249.54,1,0,Branch1
15586585,Female,51,698,2,86410.28,111018.98,1,0,Branch1
15660271,Male,26,688,8,175296.76,146133.39,1,0,Branch1
15766575,Female,62,612,8,193437.89,140745.33,1,0,Branch1
15636444,Female,53,535,5,75888.65,141616.55,2,0,Branch1
15773456,Male,36,678,3,89566.74,145747.67,2,0,Branch1
15811762,Female,54,583,6,57553.98,115988.86,1,0,Branch1
15724282,Male,44,540,3,12120.79,164113.04,2,0,Branch1
15640078,Female,39,660,5,173683,135134.99,1,0,Branch1
15664610,Male,48,459,4,19287.06,133994.52,1,0,Branch1
15692926,Male,25,498,8,132210.49,121702.73,1,0,Branch1
15698474,Female,54,601,1,199661.5,131039.97,2,0,Branch1
15592937,Female,41,632,3,33642.21,81877.38,1,0,Branch1
15576368,Female,48,624,3,30020.09,122388.38,2,0,Branch1
15715142,Male,45,739,7,147802.94,102703.62,1,0,Branch1
15775238,Female,41,651,4,151303.48,133432.59,1,0,Branch1
15786905,Female,40,749,8,86333.63,141782.57,2,0,Branch1
15579334,Female,45,769,5,124118.71,126674.81,1,0,Branch1
15589493,Male,27,716,1,67611.36,122552.34,2,0,Branch1
15665238,Male,36,745,8,6078.46,145071.24,1,0,Branch1
15620204,Female,57,543,1,120657.32,106138.33,2,0,Branch1
15736534,Male,33,742,0,107667.91,181656.51,1,0,Branch1
15808621,Male,36,659,2,149066.14,76190.48,2,0,Branch1
15580148,Male,40,750,5,20451.99,168286.81,3,0,Branch1
15776231,Male,35,626,4,32825.5,88109.81,1,0,Branch1
15650288,Male,35,634,6,129964.94,116269.01,1,0,Branch1
15677369,Female,37,554,4,182038.6,58629.97,1,0,Branch1
15744607,Male,43,738,9,64166.7,121152.05,2,0,Branch1
15612966,Female,60,545,7,176924.21,128981.07,1,0,Branch1
15698839,Male,46,460,4,126952.5,127559.97,2,0,Branch1
15634245,Female,47,758,9,73294.48,95523.16,1,0,Branch1
15661526,Male,37,815,2,2383.59,110777.26,2,0,Branch1
15637979,Female,36,664,2,78140.75,127160.78,2,0,Branch1
15637876,Female,36,663,6,35817.97,77253.5,1,0,Branch1
15622750,Female,21,742,1,31520.4,114292.48,1,0,Branch1
15672056,Male,43,710,2,157908.19,140080.32,3,0,Branch1
15677921,Male,60,720,9,157552.08,115920.62,2,0,Branch1
15584091,Female,36,742,2,47271.61,129748.54,2,0,Branch1
15789158,Male,49,636,6,158887.09,113599.74,2,0,Branch1
15712551,Female,58,622,7,120415.61,116922.25,1,0,Branch1
15571221,Male,58,747,7,190696.35,116313.57,1,0,Branch1
15694366,Male,42,714,2,47166.55,177640.09,1,0,Branch1
15707473,Female,48,850,6,111755.8,111962.99,1,0,Branch1
15769504,Female,34,743,1,108543.21,131736.88,1,0,Branch1
15686870,Male,36,761,8,99444.02,108239.11,2,0,Branch1
15766908,Male,32,488,3,92568.07,114540.38,1,0,Branch1
15567367,Female,42,601,9,103315.74,133636.16,1,0,Branch1
15762238,Female,44,671,0,34673.98,84745.03,2,0,Branch1
15681554,Female,31,614,7,46163.44,120599.38,2,0,Branch1
15708917,Male,53,598,10,136886.86,167772.96,1,0,Branch1
15775306,Male,28,421,8,89017.38,122384.22,3,0,Branch1
15806438,Female,42,580,2,103516.08,123331.36,1,0,Branch1
15596939,Male,36,659,4,84320.94,132578.92,2,0,Branch1
15660602,Male,33,464,8,3710.34,164284.72,2,0,Branch1
15596914,Female,31,630,2,131167.98,112373.49,2,0,Branch1
15797964,Female,29,732,1,138527.56,154333.82,1,0,Branch1
15625881,Male,37,634,3,167032.49,111432.77,2,0,Branch1
15589488,Female,56,686,5,80553.87,111642.08,1,0,Branch1
15707567,Male,50,732,6,91936.1,145338.76,1,0,Branch1
15599433,Male,35,660,8,198674.08,58641.43,1,0,Branch1
15608968,Male,21,714,6,27330.59,86402.52,2,0,Branch1
15572265,Male,46,646,1,45041.32,170826.55,2,0,Branch1
15794048,Female,48,667,1,113316.77,97133.92,2,0,Branch1
15677610,Female,41,511,8,39087.42,153895.65,1,0,Branch1
15693864,Female,49,567,5,93953.84,134956.02,1,0,Branch1
15686983,Female,25,678,10,131501.72,76968.12,2,0,Branch1
15646810,Male,44,603,6,108488.33,108122.39,2,0,Branch1
15692750,Female,45,629,7,9217.55,129818.39,3,0,Branch1
15581229,Female,32,502,1,122763.95,173340.83,1,0,Branch1
15702968,Male,62,733,3,134589.58,106545.53,1,0,Branch1
15780140,Male,32,435,2,5907.11,57017.06,2,0,Branch1
15669987,Female,35,728,8,54359.02,125884.95,2,0,Branch1
15697000,Male,32,728,5,156124.93,61825.5,1,0,Branch1
15632210,Male,25,657,2,22745.5,171770.55,1,0,Branch1
15642041,Male,40,727,1,71865.31,93051.64,2,0,Branch1
15655961,Male,27,756,1,93302.29,131899,1,0,Branch1
15601026,Female,19,572,1,16161.82,138657.08,1,0,Branch1
15636731,Female,36,714,1,447.73,101609.01,2,0,Branch1
15633461,Male,38,639,5,149599.62,130170.82,1,0,Branch1
15677135,Male,61,520,8,90304.01,133802.29,2,0,Branch1
15700476,Male,41,564,9,34338.21,103522.75,2,0,Branch1
15634141,Female,42,708,8,823.36,192390.52,2,0,Branch1
15662100,Female,44,850,5,171096.2,128605.32,1,0,Branch1
15781465,Female,29,675,8,133457.52,121326.42,1,0,Branch1
15785899,Male,33,789,8,4389.4,151607.56,1,0,Branch1
15606149,Female,62,571,9,101685.595,111577.01,1,0,Branch1
15686164,Female,31,850,1,132173.31,108822.4,1,0,Branch1
15580956,Female,43,683,4,117349.19,115888.04,1,0,Branch1
15605926,Male,62,649,9,107125.79,116854.71,2,0,Branch1
15605918,Male,43,635,5,153265.31,78992.75,2,0,Branch1
15566156,Female,44,749,0,151083.8,71497.79,2,0,Branch1
15807008,Female,35,614,6,69454.24,128100.28,1,0,Branch1
15756475,Male,31,551,9,91565.25,82293.82,2,0,Branch1
15724563,Female,42,752,3,140139.28,65046.08,2,0,Branch1
15659557,Female,28,811,4,9903.42,167738.82,2,0,Branch1
15691111,Female,42,648,8,4027.02,121980.56,2,0,Branch1
15633897,Male,39,725,1,184023.54,50880.98,2,0,Branch1
15723685,Female,26,601,7,50070.59,105514.69,2,0,Branch1
15701602,Male,52,521,5,53793.1,116497.31,3,0,Branch1
15770424,Male,40,541,7,49063.42,95710.11,2,0,Branch1
15587451,Male,41,778,7,63337.19,139706.31,1,0,Branch1
15602010,Female,45,850,5,60083.11,103909.86,1,0,Branch1
15769948,Male,35,737,0,64050.19,133377.8,1,0,Branch1
15645103,Male,25,812,5,131660.31,54817.55,1,0,Branch1
15705860,Male,40,631,3,52449.62,107949.45,1,0,Branch1
15623471,Male,38,607,3,176318.27,98205.77,1,0,Branch1
15706186,Male,33,640,8,34925.56,81677.22,2,0,Branch1
15631189,Male,38,613,9,78566.64,67111.65,1,0,Branch1
15599131,Male,26,650,4,128815.33,214346.96,2,0,Branch1
15648075,Female,47,686,5,173179.79,170935.94,1,0,Branch1
15586970,Male,52,695,8,22485.64,103023.26,1,0,Branch1
15762937,Female,32,743,6,163254.39,140348.56,2,0,Branch1
15633650,Female,41,677,8,4195.84,146720.98,2,0,Branch1
15589195,Female,38,766,7,2035.94,130933.74,1,0,Branch1
15604304,Female,34,539,4,136603.42,91622.42,1,0,Branch1
15813168,Female,39,756,3,73406.04,100717.85,3,0,Branch1
15780144,Female,32,512,2,80120.19,123403.85,2,0,Branch1
15660316,Female,34,420,1,149471.13,135549.9,1,0,Branch1
15678886,Male,38,679,7,46522.68,110555.37,2,0,Branch1
15798424,Male,59,833,1,30722.52,130854.59,1,0,Branch1
15648800,Female,21,731,8,106663.46,132312.06,1,0,Branch1
15589358,Male,31,848,4,193132.98,90018.45,2,0,Branch1
15789955,Male,56,698,1,93982.02,112414.81,2,0,Branch1
15596800,Male,33,779,1,101685.595,158456.76,1,0,Branch1
15645316,Female,58,612,1,115161.28,149641.53,1,0,Branch1
15647301,Female,45,549,3,96404.38,143734.01,2,0,Branch1
15628205,Female,34,571,1,195651.66,101736.66,1,0,Branch1
15656121,Male,31,733,6,177994.81,157791.07,2,0,Branch1
15698510,Male,42,468,9,172668.39,181627.14,2,0,Branch1
15694821,Male,43,765,4,173878.87,148962.76,1,0,Branch1
15575581,Female,30,614,3,54776.64,131344.52,2,0,Branch1
15671209,Female,29,593,5,134594.99,101713.84,3,0,Branch1
15589754,Male,45,652,2,115333.43,151421.44,1,0,Branch1
15669899,Female,45,755,7,143619.52,135643,1,0,Branch1
15690007,Female,58,434,9,60891.8,125801.03,2,0,Branch1
15600997,Female,32,747,5,77370.37,67495.04,2,0,Branch1
15723907,Female,49,712,5,196257.68,154776.42,2,0,Branch1
15633419,Female,28,622,1,81723.8,143124.63,2,0,Branch1
15640454,Male,40,693,0,27345.18,120711.73,1,0,Branch1
15697789,Female,43,647,3,87000.39,122717.53,2,0,Branch1
15814032,Female,31,807,1,172782.69,93460.47,2,0,Branch1
15624428,Female,24,651,7,178341.33,40224.7,1,0,Branch1
15755649,Male,47,584,7,92915.84,130538.77,1,0,Branch1
15686909,Male,27,639,3,85208.93,150795.81,1,0,Branch1
15739131,Male,28,718,4,28760.99,65643.3,1,0,Branch1
15804602,Male,30,772,6,197238.03,99785.28,2,0,Branch1
15651052,Male,46,399,2,139994.68,127655.22,1,0,Branch1
15594864,Male,30,752,4,36885.85,81523.38,1,0,Branch1
15696900,Male,29,505,3,58019.95,145541.56,2,0,Branch1
15812272,Male,44,693,5,46998.13,124601.58,2,0,Branch1
15654654,Female,33,725,7,177279.41,115182.84,2,0,Branch1
15775572,Female,42,531,6,75248.75,88324.31,2,0,Branch1
15742480,Male,36,775,2,71682.54,109949.05,2,0,Branch1
15607537,Male,46,587,9,139431,107850.82,1,0,Branch1
15575410,Female,39,667,4,118358.54,83765.35,2,0,Branch1
15600700,Male,62,523,6,119404.63,116227.27,1,0,Branch1
15774155,Male,33,662,0,162703,103471.52,1,0,Branch1
15813132,Male,30,696,4,193716.56,114027.7,1,0,Branch1
15593331,Male,25,693,6,14633.35,146580.69,1,0,Branch1
15616709,Female,38,587,0,31730.32,132122.42,2,0,Branch1
15702789,Male,32,548,5,155165.61,175214.71,1,0,Branch1
15814930,Female,40,588,10,121504.18,125534.51,1,0,Branch1
15699523,Female,55,499,4,123269.71,126817.65,2,0,Branch1
15701265,Female,36,559,1,54184.06,104356.94,2,0,Branch1
15743532,Male,27,704,5,64381.33,147004.34,1,0,Branch1
15794870,Male,38,744,6,78770.86,73023.17,2,0,Branch1
15781586,Male,38,837,2,79577.38,126732.85,1,0,Branch1
15671322,Male,30,724,7,15216.53,115315.04,1,0,Branch1
15756539,Female,39,585,7,131852.01,165610.41,2,0,Branch1
15690182,Male,37,635,5,95611.74,113488.68,1,0,Branch1
15688880,Male,40,672,10,1285.81,102980.44,1,0,Branch1
15813917,Male,31,653,9,83679.46,143321.97,1,0,Branch1
15795166,Male,42,618,8,76679.6,153572.31,2,0,Branch1
15683930,Female,32,593,9,53931.05,134096.53,2,0,Branch1
15800434,Male,52,811,10,146359.81,76915.4,1,0,Branch1
15759317,Female,27,748,2,131662.47,90971.85,1,0,Branch1
15763612,Male,41,756,2,47093.11,124439.49,2,0,Branch1
15765537,Male,26,687,2,153605.75,142721.52,1,0,Branch1
15574331,Female,62,593,3,24765.53,118233.81,1,0,Branch1
15575417,Male,37,849,7,17294.12,143452.74,2,0,Branch1
15734942,Female,38,539,8,13123.41,82407.51,1,0,Branch1
15664772,Male,28,489,1,167973.63,79460.98,2,0,Branch1
15650889,Female,30,710,10,155593.74,133537.1,2,0,Branch1
15691104,Female,40,460,6,91560.63,119507.58,2,0,Branch1
15596552,Male,48,535,5,58203.67,134542.73,1,0,Branch1
15694409,Female,22,647,3,62083,97975.82,2,0,Branch1
15683841,Male,41,555,10,185387.14,113270.2,2,0,Branch1
15719958,Male,39,850,3,120380.12,124548.99,2,0,Branch1
15627232,Male,44,608,7,77830.36,114203.47,1,0,Branch1
15722902,Male,50,652,8,17160.94,125437.64,1,0,Branch1
15771942,Female,46,528,9,133146.03,135555.66,1,0,Branch1
15571752,Female,32,668,10,43595.9,92041.87,1,0,Branch1
15743067,Male,26,625,3,122810.53,130483.95,1,0,Branch1
15787835,Female,38,775,4,15795.88,125212.65,2,0,Branch1
15754796,Female,46,487,4,44244.49,135070.58,2,0,Branch1
15693904,Female,30,685,4,194343.72,84958.6,2,0,Branch1
15588986,Female,29,673,4,9796.69,99097.36,1,0,Branch1
15797733,Male,30,503,10,47310.24,136622.55,2,0,Branch1
15620507,Female,30,485,5,141148.21,156771.68,1,0,Branch1
15685150,Male,28,799,7,111138.25,167658.33,2,0,Branch1
15774166,Female,24,607,2,127560.77,109483.54,2,0,Branch1
15649280,Female,40,521,9,18082.06,134504.78,1,0,Branch1
15742378,Male,32,520,5,56246.69,110029.77,1,0,Branch1
15589221,Male,30,657,1,23317.88,139762.13,2,0,Branch1
15799966,Female,59,792,9,161479.19,101609.77,1,0,Branch1
15646615,Male,28,576,1,58976.85,119336.29,2,0,Branch1
15574068,Male,56,504,9,55857.48,104217.3,1,0,Branch1
15796334,Male,39,558,10,22878.16,144757.02,1,0,Branch1
15585367,Female,46,555,4,177719.88,120392.99,1,0,Branch1
15726556,Female,26,594,6,131211.86,135067.52,2,0,Branch1
15784280,Male,35,686,2,86043.27,109342.82,2,0,Branch1
15566211,Female,41,616,1,236.45,103560.57,1,0,Branch1
15681843,Female,35,624,0,163587.9,180303.24,2,0,Branch1
15670374,Female,49,819,1,166164.3,120656.86,3.5,0,Branch1
15762332,Female,31,568,1,61796.64,61592.14,2,0,Branch1
15598782,Female,30,755,6,62688.55,154221.37,2,0,Branch1
15640260,Male,32,595,8,69428.79,131081.66,2,0,Branch1
15634891,Female,43,504,7,194690.77,102365.49,1,0,Branch1
15580845,Male,57,685,7,113483.96,101868.51,1,0,Branch1
15677049,Female,25,595,7,177025.79,106570.34,2,0,Branch1
15660833,Male,39,796,5,105080.53,86350.87,2,0,Branch1
15798975,Male,48,606,4,36091.91,132403.56,1,0,Branch1
15577274,Female,43,549,3,6101.41,134985.66,1,0,Branch1
15786800,Male,52,723,5,92873.5,131694.97,1,0,Branch1
15668058,Male,35,661,8,86678.48,124098.54,1,0,Branch1
15589660,Female,32,661,1,56636.28,145980.23,1,0,Branch1
15782736,Female,47,573,4,164038.07,152522.47,1,0,Branch1
15605950,Male,23,530,1,165227.23,137060.88,2,0,Branch1
15812497,Male,37,654,5,75927.35,112146.12,1,0,Branch1
15673908,Female,42,602,6,131886.46,158414.85,1,0,Branch1
15727944,Female,48,701,1,133992.36,92072.68,1,0,Branch1
15706815,Male,37,515,2,188366.04,90432.92,1,0,Branch1
15671032,Male,42,760,0,97906.38,77992.97,2,0,Branch1
15634281,Female,43,720,10,72861.94,110822.9,1,0,Branch1
15766374,Male,42,632,4,195978.86,119624.6,2,0,Branch1
15600991,Male,31,694,6,19448.93,109052.59,2,0,Branch1
15742613,Female,42,773,8,171733.22,152324.66,2,0,Branch1
15651063,Female,37,524,9,179634.69,127480.58,2,0,Branch1
15670823,Female,42,651,1,44731.8,116646.76,1,0,Branch1
15693018,Male,23,678,10,91633.53,115563.71,1,0,Branch1
15743976,Male,41,618,8,195775.48,37702.79,1,0,Branch1
15576517,Female,34,445,7,70618,131082.17,2,0,Branch1
15617518,Male,36,675,7,149399.7,89409.95,1,0,Branch1
15576676,Female,28,706,6,50299.14,124923.35,2,0,Branch1
15765520,Male,27,769,7,171344.09,188614.07,1,0,Branch1
15647842,Female,48,601,8,63940.68,120782.7,1,0,Branch1
15593470,Female,36,576,8,23305.85,166287.85,1,0,Branch1
15640865,Female,31,636,9,74641.9,80844.69,2,0,Branch1
15714080,Female,40,566,2,154486.01,97001.36,2,0,Branch1
15781553,Female,49,760,9,117232.9,91502.99,1,0,Branch1
15674811,Male,29,739,3,105533.96,59385.98,2,0,Branch1
15722578,Female,21,685,6,164966.27,97956.5,1,0,Branch1
15657386,Male,43,712,1,90905.26,141749.74,2,0,Branch1
15595303,Male,46,736,5,77981.54,130812.91,1,0,Branch1
15634950,Male,57,657,8,126369.55,107174.58,1,0,Branch1
15723053,Male,32,504,8,15658.99,170291.22,2,0,Branch1
15600110,Female,41,506,3,4035.46,57745.76,1,0,Branch1
15651533,Female,50,570,5,177805.44,129293.74,1,0,Branch1
15655574,Female,40,698,8,114732.62,150777.1,1,0,Branch1
15575409,Male,31,581,6,107137.3,116891.72,1,0,Branch1
15752342,Female,54,704,6,145071.33,133656.91,3,0,Branch1
15806447,Male,32,690,0,137916.49,106683.52,2,0,Branch1
15800229,Male,40,695,7,193383.13,139022.24,1,0,Branch1
15663441,Female,40,700,4,189826.96,148571.07,1,0,Branch1
15586880,Male,41,594,2,42050.24,122545.65,2,0,Branch1
15780835,Female,26,652,1,179269.79,131908.35,1,0,Branch1
15675896,Female,42,680,7,90558.24,105722.69,1,0,Branch1
15713826,Female,20,613,0,113557.7,117356.19,1,0,Branch1
15700255,Male,44,814,8,107013.59,95488.82,2,0,Branch1
15807595,Male,51,485,7,51113.14,144244.59,2,0,Branch1
15664523,Female,31,696,8,33828.64,122021.92,2,0,Branch1
